a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,d5,d6,e1,e2,e3,e4,e5,e6,f1,f2,f3,f4,f5,f6,g1,g2,g3,g4,g5,g6,target
2,2,2,2,2,2,4,4,3,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1
2,2,2,2,2,2,4,3,4,3,2,2,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
4,3,2,2,2,2,4,2,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2
3,3,4,4,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,3,4,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2
3,4,4,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,3,4,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2
3,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,2,2,2,2,4,3,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,4,2,2,2,2,1
3,2,2,2,2,2,3,4,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,2,2,2,2,4,3,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,0
2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2
3,4,3,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2
3,3,4,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,0
2,2,2,2,2,2,3,3,4,3,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2
3,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,2,2,2
4,2,2,2,2,2,3,4,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
3,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2
3,3,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,3,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,3,4,2,2,2,2,4,3,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1
3,4,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,1
3,2,2,2,2,2,3,2,2,2,2,2,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,4,3,2,2,2,2,4,3,3,4,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2,2,2,2,2,2,4,4,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2
4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1
4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
4,3,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,4,3,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2
2,2,2,2,2,2,3,4,4,3,2,2,4,4,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,1
2,2,2,2,2,2,3,4,4,3,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2
4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2,2,4,3,4,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,4,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,0
2,2,2,2,2,2,4,3,2,2,2,2,4,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
2,2,2,2,2,2,4,4,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1
4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,1
3,4,3,4,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,4,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
4,2,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2,2,2
4,3,3,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,2,2,2,2,4,4,2,2,2,2,4,3,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1
4,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,2
3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,4,3,2,2,2,2,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2
2,2,2,2,2,2,4,3,3,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,2
4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
3,2,2,2,2,2,4,4,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1
4,2,2,2,2,2,3,4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1
4,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,1
3,4,4,3,3,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,4,3,4,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2
3,4,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,2,2,2,2,2
2,2,2,2,2,2,3,4,3,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,4,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,4,2,2,2,2,2,2
3,2,2,2,2,2,3,3,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2
3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2
4,3,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,1
3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,3,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,0
3,2,2,2,2,2,3,3,2,2,2,2,4,4,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,3,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,2,0
3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,4,2,2,2,2,0
2,2,2,2,2,2,4,4,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,1
2,2,2,2,2,2,4,3,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,3,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2
2,2,2,2,2,2,3,3,4,2,2,2,4,4,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
3,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2
2,2,2,2,2,2,4,3,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,4,4,3,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1
2,2,2,2,2,2,4,4,3,2,2,2,3,3,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1
3,4,2,2,2,2,3,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2
3,4,3,2,2,2,3,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2
2,2,2,2,2,2,4,3,3,4,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2
3,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1
3,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2
4,4,2,2,2,2,4,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,3,4,4,2,2,2,2,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,4,3,4,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2
3,4,3,4,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,3,3,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,1
3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,4,4,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,3,4,2,2,1
3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,4,2,2,2,2,2,0
3,3,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,3,3,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2
3,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2
4,4,4,3,2,2,3,2,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
4,3,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,4,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,3,3,2,2,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,2
4,3,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,1
3,4,3,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,3,2,2,2,2
4,3,4,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,2
2,2,2,2,2,2,4,3,3,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,2,2,2,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2
4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2
3,3,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,3,4,3,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
2,2,2,2,2,2,4,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
3,4,4,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1
4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2
3,4,4,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2
4,3,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,2,2,4,3,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
2,2,2,2,2,2,4,3,4,3,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1
2,2,2,2,2,2,3,2,2,2,2,2,3,4,3,2,2,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
2,2,2,2,2,2,4,3,2,2,2,2,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,1
2,2,2,2,2,2,3,3,4,3,2,2,4,3,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,3,4,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,2,2,2,2,3,4,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
3,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2
4,4,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
3,4,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2
4,3,3,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2
4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
2,2,2,2,2,2,4,3,2,2,2,2,3,3,4,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
3,4,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2
2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,2,2,2,2,2
3,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2
2,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2
4,3,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,1
4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,3,2,0
2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,2,2,4,3,2,2,2,2,2
3,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,0
2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1
4,2,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2
2,2,2,2,2,2,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,4,3,2,2,2,4,2,2,2,2,2,1
4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2
4,4,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,4,2,2,2,2,4,3,4,3,2,2,2
4,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2
4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2
2,2,2,2,2,2,4,2,2,2,2,2,4,3,3,4,3,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,0
3,2,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,3,2,2,2,2,2
4,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,3,2,2,1
2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,3,4,4,2,2,2,1
