cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,cap-diameter,stem-height,stem-width,target
2,12,7,2,0,0,6,0,0,13,0,0,2,3,0,2,2,8.36,15.78,17.08,1
8,10,13,3,8,2,13,0,0,13,0,0,2,3,0,2,4,7.57,7.92,15.16,0
2,0,4,2,2,0,5,0,7,8,0,0,2,3,0,2,2,1.83,5.24,2.07,1
8,0,13,2,2,2,8,0,0,13,0,0,2,3,0,2,2,4.19,3.58,7.81,0
4,9,7,2,7,0,13,0,5,8,0,0,2,3,0,2,2,9.77,9.66,13.51,0
8,10,8,2,6,0,7,0,0,3,0,0,2,3,0,2,4,4.32,5.01,12.1,0
4,12,13,2,0,0,12,2,0,8,0,6,3,2,0,2,5,7.23,6.58,24.23,0
4,4,7,2,2,3,5,0,7,5,0,0,2,3,0,2,4,4.74,5.42,3.45,0
2,4,12,2,8,3,12,0,0,14,0,0,2,3,0,3,2,3.8,4.76,3.1,0
4,12,11,2,7,2,13,0,9,12,0,0,2,3,0,2,2,7.84,7.39,19.87,1
7,10,13,2,8,2,13,0,0,14,0,0,2,3,0,2,2,6.84,4.51,12.43,1
4,12,13,2,7,2,13,0,9,14,0,0,2,3,0,2,2,5.93,7.63,18.22,1
6,2,3,2,6,0,7,6,9,13,0,0,2,3,0,2,4,21.02,18.44,37.86,0
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,3,3.04,0.0,0.0,1
4,0,13,2,8,2,7,0,0,13,0,0,2,3,0,2,4,4.05,6.84,4.29,0
4,11,9,2,7,2,9,0,0,10,0,0,2,3,0,2,5,8.79,4.9,10.43,1
7,0,7,2,3,2,12,0,7,13,0,0,2,3,0,2,4,6.01,4.67,7.8,0
4,9,8,2,3,0,8,0,0,9,0,0,2,3,0,6,2,2.84,3.44,6.1,1
8,2,13,3,6,0,10,0,0,14,0,0,2,3,0,2,4,6.24,5.75,11.59,0
2,2,13,2,2,0,10,0,8,14,0,0,2,3,0,3,4,3.56,5.15,7.13,1
4,6,6,2,2,0,12,0,0,13,0,0,2,3,5,3,4,2.07,4.48,2.71,1
6,12,4,2,0,0,12,0,7,13,0,0,3,9,0,2,4,6.66,11.72,12.65,1
8,0,7,3,8,0,7,6,0,8,0,5,2,3,0,2,2,6.73,8.07,18.3,1
5,0,5,2,5,4,4,0,3,8,0,0,2,3,0,2,4,3.13,3.26,15.5,1
4,0,11,2,2,0,12,0,0,14,0,0,2,3,0,2,2,4.32,4.79,8.58,1
4,12,3,2,7,2,13,0,9,14,0,0,2,3,0,2,2,5.89,5.15,10.68,1
8,9,7,2,4,2,12,0,5,8,0,0,2,3,5,2,2,9.09,5.7,8.92,0
4,0,2,2,3,2,13,0,0,13,0,0,2,3,0,2,5,13.82,2.74,16.14,0
2,10,7,2,0,0,6,0,0,13,0,0,3,0,3,3,5,4.82,12.44,6.32,1
4,11,11,2,2,2,11,0,7,12,0,0,2,3,0,5,4,4.11,6.05,6.41,1
4,2,2,2,8,2,12,2,5,8,0,0,2,3,0,2,4,3.9,5.39,3.81,1
4,0,12,2,8,2,9,0,0,10,0,0,2,3,0,5,2,3.26,7.99,3.86,1
8,0,10,2,2,0,10,0,0,7,0,0,2,3,0,5,4,4.45,5.28,6.25,0
8,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,4.81,4.1,12.33,0
5,8,4,2,5,4,4,4,2,4,0,0,2,3,0,2,4,3.3,0.0,0.0,1
8,5,4,2,7,0,9,0,5,8,0,0,2,3,0,2,4,12.74,7.15,17.86,1
8,0,13,2,4,0,12,2,0,14,2,6,3,4,0,2,4,6.23,5.73,11.49,0
8,7,7,2,6,0,13,0,0,14,0,0,2,3,0,2,2,4.7,4.8,10.63,0
5,9,7,2,5,4,4,4,2,4,0,0,3,3,0,2,5,3.59,0.0,0.0,1
4,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,5.77,4.77,13.83,0
8,6,8,2,4,0,6,0,0,6,0,0,2,3,0,3,4,5.12,6.98,7.56,1
3,0,4,2,5,4,4,0,0,8,0,0,2,3,0,2,3,4.19,5.53,16.9,0
2,5,4,2,7,3,5,0,7,5,0,0,2,3,0,2,2,4.89,4.18,8.64,0
5,3,10,2,0,2,13,0,0,14,0,0,2,3,0,2,2,9.83,1.36,13.86,1
4,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,3.69,4.24,11.96,0
7,9,11,2,8,0,7,0,0,10,0,0,2,3,0,2,2,11.29,7.15,26.53,0
2,4,12,2,8,3,12,0,0,14,0,0,2,3,0,3,4,4.34,4.98,3.26,0
8,9,4,3,7,3,10,5,9,13,0,0,2,3,0,2,2,6.36,4.26,10.79,1
8,8,12,2,3,0,9,0,0,13,0,0,2,3,0,3,4,7.56,3.38,7.5,0
8,3,13,2,2,0,8,5,0,14,0,0,3,8,4,2,5,11.22,17.64,28.02,1
8,5,3,2,4,0,12,6,9,13,2,6,3,7,0,2,2,16.68,17.19,17.11,1
4,0,6,2,3,2,13,0,0,13,0,0,2,3,0,2,2,10.73,2.49,12.59,0
2,0,5,2,2,0,6,0,0,8,0,6,2,3,3,3,2,2.47,7.9,2.3,1
3,6,13,2,0,2,7,0,0,13,0,0,2,3,0,2,4,4.44,6.7,7.06,1
3,4,3,3,2,0,12,0,0,8,0,0,2,3,0,4,4,0.84,5.59,1.08,0
8,10,4,2,2,3,7,0,8,5,0,0,3,5,0,2,2,5.4,5.49,4.98,0
8,6,7,2,2,0,7,6,0,8,0,2,2,3,0,2,2,12.94,12.97,16.8,1
8,5,8,2,2,2,7,0,9,9,0,0,3,9,0,2,2,3.83,4.95,5.55,1
8,0,12,2,8,2,7,2,0,13,0,6,3,0,0,2,2,4.46,7.7,8.26,0
8,10,10,3,3,2,7,0,0,8,0,0,2,3,0,2,2,12.3,7.1,16.43,1
2,10,13,2,2,0,13,0,8,11,0,0,2,3,0,2,2,3.22,5.13,6.89,1
8,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,2,1.49,3.25,1.44,1
4,0,13,2,2,2,12,0,0,13,0,0,2,3,0,2,4,8.77,5.72,14.81,0
2,4,12,2,8,3,12,0,0,14,0,0,2,3,0,3,4,4.18,5.5,3.84,0
6,10,7,2,2,2,7,0,8,14,0,0,3,2,0,6,3,1.93,5.75,2.41,1
8,9,13,2,2,2,13,0,3,9,0,0,2,3,0,3,4,4.06,5.48,7.39,1
8,2,7,2,6,0,13,0,0,8,0,0,2,3,0,2,5,18.46,5.54,45.27,1
6,4,7,2,4,0,12,0,9,13,2,6,3,7,0,2,2,8.21,9.0,17.64,1
8,4,3,2,2,0,9,0,0,13,0,0,2,3,0,2,4,2.41,5.04,2.57,1
3,3,12,3,8,2,9,0,0,13,0,0,2,3,0,2,3,4.23,3.15,10.89,1
8,10,10,3,3,2,7,0,0,8,0,0,2,3,0,2,4,11.64,6.8,17.13,1
8,0,9,2,0,2,10,0,0,14,0,0,2,3,0,2,2,4.14,3.0,11.89,1
4,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,2,3.97,5.49,14.02,0
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,4,4,2.67,5.68,3.13,0
5,9,8,2,5,4,4,4,2,4,0,0,3,3,0,2,2,3.79,0.0,0.0,1
4,12,7,2,2,3,9,0,5,8,0,0,2,3,0,4,2,1.97,4.45,2.78,0
8,10,7,3,6,0,13,0,0,8,0,0,2,3,0,2,4,10.48,8.36,22.78,0
8,4,13,2,3,3,7,0,7,8,0,0,2,3,0,4,4,1.75,2.18,2.76,1
7,5,10,3,3,0,12,0,8,8,0,0,2,3,0,2,2,8.43,4.81,12.46,1
4,11,3,2,8,0,12,5,3,8,0,0,2,3,0,2,2,6.11,15.21,7.87,1
7,2,7,3,3,2,12,0,0,8,0,0,2,3,0,2,2,4.14,5.5,5.96,1
8,10,7,3,6,0,13,0,0,8,0,6,3,7,0,2,4,10.06,7.93,18.85,0
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,5,2,2.5,5.39,2.59,0
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,2,1.59,4.25,1.53,1
7,10,8,3,3,2,8,0,0,13,0,0,2,3,0,2,2,7.55,4.79,18.28,0
8,10,4,2,2,3,7,0,8,5,0,0,3,5,0,2,4,5.3,6.01,4.74,0
4,0,13,2,8,2,7,0,0,13,0,0,2,3,0,2,4,7.82,6.99,13.5,1
7,9,8,2,3,3,2,0,0,13,0,0,2,3,0,3,5,6.3,5.19,11.56,0
4,9,7,2,7,2,12,2,5,13,0,0,2,3,0,3,4,6.51,5.55,9.97,0
8,11,7,2,6,0,13,0,0,8,0,0,2,3,0,2,4,17.97,18.26,77.36,0
7,10,9,3,3,2,9,0,0,10,0,0,3,3,0,2,2,7.65,7.57,14.65,1
3,10,7,2,0,0,13,0,0,14,0,0,2,3,0,3,4,1.33,8.01,2.87,1
8,0,4,2,4,0,12,0,0,13,2,6,3,4,0,2,2,10.51,10.93,12.25,1
2,12,7,2,0,2,7,0,0,13,0,0,2,3,0,2,3,2.37,6.45,2.74,0
4,9,7,2,8,2,12,0,7,8,0,0,2,3,0,5,5,6.08,6.98,10.53,0
8,12,7,3,4,0,12,0,0,13,0,0,3,0,0,3,2,14.77,10.31,18.62,0
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,11.86,11.05,36.26,1
4,0,8,2,3,0,8,0,0,14,0,0,2,3,8,3,4,0.61,3.56,0.9,1
6,4,7,2,4,0,12,0,9,13,2,6,3,7,0,2,4,6.44,7.61,13.59,1
8,10,7,2,3,0,8,0,8,13,0,0,2,3,0,2,5,3.47,6.05,8.0,0
8,7,7,2,3,2,13,0,5,8,0,0,3,0,0,2,2,7.6,6.27,6.94,1
3,4,7,2,2,0,12,0,0,5,0,0,2,3,0,5,2,1.37,4.46,1.53,0
8,6,13,2,2,2,7,0,5,8,0,3,3,9,3,3,4,5.27,7.86,7.25,1
4,0,11,2,2,0,12,0,0,13,0,0,2,3,0,2,4,3.48,3.99,5.66,1
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,4,2,1.78,4.21,3.09,0
4,4,5,2,6,0,13,0,0,8,0,0,2,3,0,2,5,19.74,5.51,40.29,1
7,0,11,2,2,0,12,0,0,13,0,0,2,3,0,2,2,4.01,4.56,7.02,1
7,7,7,2,6,0,7,0,6,8,0,0,3,3,0,2,4,5.54,3.34,6.4,1
7,0,13,2,5,4,4,0,0,9,0,0,2,3,0,2,2,3.54,6.69,8.63,0
2,4,13,2,0,2,7,0,0,8,0,0,2,3,0,3,4,2.14,5.68,3.23,1
8,10,3,2,8,3,12,2,0,13,0,0,2,3,0,2,2,7.95,5.77,17.86,1
7,2,13,2,3,2,8,0,0,14,0,0,2,3,0,4,4,6.57,3.8,6.46,1
8,0,12,2,8,2,12,2,0,13,0,6,3,0,0,3,4,4.21,8.17,9.96,0
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,5,2,1.57,4.38,2.85,0
4,2,7,3,3,2,12,0,0,3,0,0,2,3,0,2,2,6.72,4.85,8.48,1
8,0,7,2,3,2,13,2,0,8,0,0,2,3,0,5,5,6.05,4.79,10.2,1
8,0,13,2,4,0,12,2,0,13,2,6,3,4,0,2,4,6.24,6.09,12.44,0
8,0,4,3,6,0,5,0,9,13,0,0,2,3,0,2,2,7.74,11.98,25.34,0
7,0,7,2,5,4,4,0,0,14,0,0,2,3,0,2,2,3.12,6.17,7.27,0
6,10,7,2,2,2,5,0,8,14,0,0,3,2,0,6,4,1.89,6.36,2.29,1
8,0,12,2,4,0,12,2,0,13,2,6,3,4,0,2,2,6.96,6.02,12.47,0
2,5,7,2,2,0,7,0,8,8,0,0,2,3,0,4,4,1.46,4.74,1.35,1
4,11,9,2,7,2,9,0,0,10,0,0,2,3,0,2,2,7.29,4.19,9.27,1
8,0,7,2,8,2,12,2,0,8,0,6,3,0,0,3,2,5.13,8.62,10.06,0
8,5,7,3,6,0,13,0,0,8,0,0,2,3,0,2,2,11.2,9.36,23.63,0
4,2,3,3,3,2,13,0,0,3,0,0,2,3,0,2,4,5.62,5.38,9.28,1
8,5,10,2,0,2,12,0,0,13,2,6,3,4,0,2,4,8.01,11.35,16.9,1
5,12,13,2,6,0,13,0,6,8,0,0,2,3,0,2,4,44.76,6.04,26.03,0
6,12,12,2,4,2,12,0,7,13,0,0,3,2,0,3,4,9.31,17.96,12.28,0
8,10,7,2,7,2,9,0,0,13,0,4,3,9,0,2,2,3.67,5.36,8.67,1
5,0,7,2,5,4,4,0,0,8,0,0,2,3,0,2,3,4.21,5.51,20.25,0
8,4,7,2,2,0,9,0,0,8,0,0,2,3,0,2,2,2.45,8.23,2.56,1
8,2,13,3,6,0,13,0,0,14,0,0,2,3,0,2,4,6.72,7.85,13.58,0
4,9,12,2,3,3,12,0,0,13,0,0,2,3,0,6,5,3.69,3.3,5.93,0
7,11,13,2,5,4,4,0,0,14,0,0,2,3,0,2,4,5.41,4.89,13.4,0
5,0,7,2,5,4,4,0,3,8,0,0,2,3,0,2,3,12.72,3.29,25.87,1
8,12,13,2,2,0,12,0,9,8,0,0,3,8,0,2,4,3.72,5.8,3.64,1
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,2,6.63,13.54,12.32,1
8,10,13,3,8,2,13,0,0,13,0,0,2,3,0,2,4,7.34,8.07,15.82,0
7,8,7,2,5,4,4,0,0,8,0,0,2,3,2,5,4,4.42,8.55,62.72,0
2,4,7,2,2,3,5,0,7,5,0,0,2,3,0,2,4,4.43,5.7,3.18,0
7,0,10,3,3,0,8,0,0,13,0,0,3,3,0,2,2,9.16,5.45,14.08,1
8,12,7,2,7,0,13,0,0,13,0,0,2,3,0,2,2,4.44,4.8,7.71,0
8,5,8,2,2,2,7,0,9,8,0,0,3,9,0,2,5,4.21,4.79,5.74,1
7,0,13,2,5,4,4,0,0,9,0,0,2,3,0,2,2,3.92,6.92,6.66,0
8,6,7,2,2,0,7,6,0,8,0,4,2,3,0,2,2,6.89,8.5,11.0,1
4,2,11,3,3,2,9,0,0,5,0,0,2,3,0,2,2,3.48,4.1,6.01,0
8,10,13,2,8,2,13,0,0,14,0,0,2,3,0,2,2,6.58,6.07,14.81,1
4,9,3,2,3,3,12,0,5,8,0,0,3,0,8,2,5,8.41,8.57,14.49,0
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,3,1.7,4.3,1.77,1
8,0,13,2,2,2,13,0,0,13,0,0,2,3,0,2,2,4.74,4.39,10.08,0
8,10,13,3,8,2,13,0,0,13,0,0,2,3,0,2,2,7.65,7.3,13.62,0
4,9,12,3,4,0,7,6,0,13,0,0,3,8,0,6,4,10.83,8.94,17.03,0
8,4,3,2,2,0,7,0,4,6,0,0,2,3,0,2,5,0.72,3.54,0.96,1
4,7,7,2,3,2,13,0,6,8,0,0,2,3,0,2,4,19.08,6.74,37.56,1
7,5,4,3,3,0,12,0,8,11,0,0,2,3,0,2,2,7.1,4.34,11.24,1
8,6,13,2,2,2,7,0,5,8,0,3,3,9,3,2,4,6.23,7.63,6.68,1
8,10,8,2,2,3,12,0,7,9,0,0,2,3,0,2,3,5.27,7.95,5.61,0
4,12,12,2,4,2,12,0,7,13,0,0,3,2,0,8,5,7.7,15.35,11.43,0
8,10,13,3,8,2,13,0,0,13,0,0,2,3,0,2,4,6.01,6.89,13.86,0
8,9,12,2,3,3,12,0,0,13,0,0,2,3,0,6,2,3.13,3.13,5.75,0
4,9,13,2,5,4,4,0,0,14,0,0,2,3,0,2,2,1.27,3.18,5.43,1
2,4,8,2,0,2,7,0,0,8,0,0,2,3,0,3,3,1.7,5.57,2.69,1
5,9,10,2,5,4,4,4,2,4,0,0,3,3,0,2,4,3.86,0.0,0.0,1
7,2,13,2,3,2,8,0,0,9,0,0,2,3,0,4,4,5.65,3.56,6.7,1
4,12,12,2,0,0,12,6,0,8,0,0,3,6,0,6,4,17.98,24.08,19.36,0
2,0,4,2,2,0,5,0,7,5,0,0,2,3,0,2,4,2.9,5.65,2.35,1
4,12,7,2,3,3,9,0,5,8,0,0,2,3,0,4,4,2.06,5.47,2.79,0
2,12,7,2,0,2,5,6,7,13,0,0,2,3,0,2,4,3.13,5.87,4.64,1
8,3,13,2,8,2,12,0,0,13,0,0,2,3,0,2,4,9.72,7.89,22.25,0
4,9,13,2,5,4,4,0,0,14,0,0,2,3,0,2,2,1.22,3.7,4.68,1
8,9,4,2,7,0,13,0,5,8,0,0,2,3,0,2,2,8.56,6.13,15.91,1
2,4,12,2,8,3,12,0,0,14,0,0,2,3,0,3,4,3.71,4.66,3.25,0
7,2,7,2,3,2,13,0,6,6,0,0,2,3,0,2,4,17.6,5.77,34.82,1
5,0,7,2,5,4,4,0,3,8,0,0,2,3,0,2,4,7.65,3.86,25.49,1
3,4,7,2,2,0,5,0,0,5,0,0,2,3,0,2,2,1.17,4.45,1.43,0
8,2,3,3,3,2,7,0,0,8,0,0,2,3,0,2,2,7.78,6.27,9.1,1
8,0,7,2,6,0,12,3,0,8,0,0,2,3,5,2,2,8.11,9.6,26.69,1
8,12,13,2,2,0,12,0,9,8,0,0,3,8,0,3,4,3.34,5.16,3.25,1
2,10,7,2,0,0,7,0,0,13,0,0,3,0,3,3,4,4.15,7.59,5.48,1
7,9,13,2,8,0,7,0,0,13,0,0,2,3,0,2,2,12.07,5.43,20.97,0
8,3,3,2,2,0,7,0,0,3,0,6,3,9,0,2,2,6.64,7.7,10.9,1
4,10,13,2,8,2,13,0,0,14,0,0,2,3,0,2,2,6.41,4.4,14.24,1
3,5,7,2,4,0,12,0,7,8,2,6,2,3,0,2,2,5.42,11.2,11.27,0
8,3,3,2,2,0,5,0,0,14,0,6,3,9,0,2,2,5.83,7.99,9.74,1
8,0,12,2,8,2,7,2,0,13,0,6,3,0,0,2,3,4.6,8.18,9.04,0
8,10,7,2,6,3,13,0,7,8,0,0,2,3,0,4,4,8.18,6.88,13.4,0
4,4,8,2,6,0,13,0,0,8,0,0,2,3,0,2,5,17.17,5.92,46.62,1
8,9,12,2,3,3,12,0,0,13,0,0,2,3,0,6,2,2.94,3.05,5.48,0
4,9,7,2,2,3,6,0,0,13,0,0,2,3,8,2,5,17.17,7.47,22.96,0
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,15.83,12.65,33.51,1
8,5,13,3,8,2,13,0,0,13,0,0,2,3,0,2,4,6.17,7.96,13.72,0
8,5,8,2,2,2,7,0,9,9,0,0,3,9,0,2,2,4.6,5.15,6.94,1
5,10,12,2,0,2,12,4,2,4,0,0,2,3,4,2,4,4.66,0.0,0.0,1
8,0,4,3,8,0,7,6,0,8,0,5,2,3,0,2,2,8.08,9.62,21.61,1
8,4,7,2,2,0,7,0,7,6,0,0,2,3,0,2,3,0.61,3.72,0.95,1
8,6,5,2,4,0,13,0,0,9,0,0,2,3,0,3,4,4.9,5.98,5.48,1
2,0,4,2,2,0,5,0,7,5,0,0,2,3,0,2,2,1.97,5.13,1.94,1
8,9,11,2,2,2,12,0,0,13,0,0,2,3,0,2,4,9.27,4.63,14.73,0
8,3,4,2,2,2,12,6,0,13,0,0,2,3,0,2,2,14.88,8.52,26.31,0
4,9,5,2,2,2,12,0,0,13,0,0,2,3,0,2,2,8.59,3.64,13.93,0
8,7,7,2,6,0,13,0,0,8,0,0,2,3,0,2,2,2.74,3.99,9.88,0
8,2,3,2,2,2,3,0,0,3,0,0,2,3,0,6,2,3.77,4.64,7.14,0
8,4,12,2,2,3,12,0,0,8,0,0,2,3,0,2,2,1.07,3.07,1.55,1
4,0,4,2,7,2,9,2,0,12,0,0,2,3,0,2,2,8.4,6.33,17.72,0
8,10,7,2,7,0,7,0,9,8,0,0,2,3,0,2,2,6.34,5.43,7.73,1
8,5,7,2,2,3,13,0,6,8,0,0,2,3,0,2,5,5.55,5.64,5.37,0
6,12,7,2,0,0,12,6,0,8,0,0,3,6,0,6,4,14.79,19.01,17.5,0
8,2,12,2,3,3,12,0,4,13,0,0,2,3,0,3,2,2.61,2.94,2.28,1
8,3,7,3,4,0,12,0,0,13,0,0,3,0,0,2,2,16.52,10.36,16.98,0
4,12,7,2,0,0,12,2,0,8,0,6,3,2,0,2,5,11.04,7.97,25.66,0
8,0,7,2,6,0,9,3,0,8,0,0,2,3,5,2,2,11.11,11.02,34.04,1
8,4,7,2,2,0,9,0,4,6,0,0,2,3,0,2,2,0.79,3.52,0.85,1
3,0,4,2,5,4,4,0,0,8,0,0,2,3,0,5,3,4.14,5.49,17.67,0
8,9,12,2,7,2,12,0,0,13,0,0,2,3,0,6,3,7.03,6.45,26.86,0
8,0,13,2,2,2,13,0,0,13,0,0,2,3,0,2,2,2.99,3.6,8.39,0
8,2,12,2,2,3,9,0,4,13,0,0,2,3,0,3,2,2.71,3.04,2.31,1
6,6,7,3,4,0,9,0,9,13,0,0,3,5,0,5,2,9.52,8.46,16.11,0
8,9,4,3,7,3,12,5,5,8,0,0,2,3,0,2,4,7.73,6.86,17.62,1
8,0,7,2,8,2,9,0,0,8,0,0,2,3,0,5,4,3.73,8.93,4.29,1
4,12,12,2,4,2,12,0,6,13,0,0,3,2,0,2,2,3.88,4.14,3.29,1
8,12,12,3,0,0,7,6,0,13,0,0,3,5,0,3,2,7.09,8.07,12.59,1
8,0,12,2,8,2,9,0,0,10,0,0,2,3,0,5,2,2.56,7.72,3.52,1
6,9,12,2,4,2,7,0,0,13,0,6,3,2,0,3,2,5.27,4.37,11.5,0
8,4,12,2,2,3,12,0,0,3,0,0,2,3,0,2,2,0.93,2.89,1.46,1
8,10,3,2,8,0,12,5,3,8,0,0,2,3,0,2,2,7.39,11.58,6.24,1
4,8,13,2,8,3,3,0,0,14,0,0,2,3,0,5,2,4.9,5.66,4.8,1
8,5,7,3,6,0,13,3,0,14,0,0,2,3,0,2,4,13.78,7.88,29.47,1
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,4,1.61,4.64,1.66,1
4,2,2,2,3,3,2,0,0,13,0,0,2,3,0,6,5,5.98,5.71,12.8,0
8,10,7,2,7,0,5,0,9,8,0,0,2,3,0,2,2,6.68,6.11,9.15,1
8,10,7,2,7,2,7,0,0,13,0,4,3,9,0,2,4,4.23,6.17,10.68,1
7,8,12,2,3,0,9,0,0,13,0,0,2,3,0,2,2,6.58,3.5,8.16,0
7,8,7,2,5,4,4,0,0,8,0,0,2,3,2,2,5,4.79,7.93,43.58,0
8,0,11,2,0,3,12,0,0,13,0,0,2,3,0,2,4,2.15,6.0,4.45,0
5,9,12,2,0,2,12,4,2,4,0,0,2,3,4,2,4,4.87,0.0,0.0,1
8,9,7,3,7,3,12,5,5,13,0,0,2,3,0,2,2,7.19,6.56,17.82,1
7,10,13,2,8,2,13,0,0,14,0,0,2,3,0,2,2,5.81,5.37,11.45,1
8,10,4,2,2,3,7,0,8,13,0,0,3,5,0,2,5,5.33,6.23,5.58,0
2,9,13,2,0,2,10,0,0,14,2,6,3,9,3,2,2,4.09,9.44,8.42,1
8,5,8,2,2,2,7,0,9,8,0,0,3,9,0,2,5,4.99,4.43,5.41,1
8,5,8,2,2,2,8,0,0,9,0,0,2,3,0,3,2,3.25,4.21,6.63,0
2,4,12,2,0,0,5,0,0,13,0,0,2,3,0,2,5,0.9,2.93,1.36,0
8,3,7,3,6,0,3,0,0,12,0,0,2,3,0,2,2,11.18,8.29,27.49,1
2,4,8,2,0,2,7,0,0,8,0,0,2,3,0,3,3,2.09,5.86,3.21,1
2,4,12,2,8,3,12,0,0,14,0,0,2,3,0,3,4,4.14,5.42,3.16,0
4,9,7,2,7,2,12,2,5,8,0,0,2,3,0,3,2,6.8,5.89,8.52,0
3,5,7,2,0,0,13,0,0,14,0,0,2,3,0,3,4,1.84,7.41,2.67,1
5,0,5,2,5,4,4,0,3,8,0,0,2,3,0,2,2,2.54,3.4,15.62,1
7,0,3,3,3,2,9,0,0,3,0,0,2,3,0,2,2,5.25,5.8,4.68,1
8,9,10,3,7,3,12,5,5,8,0,0,2,3,0,2,4,8.81,6.68,16.87,1
8,12,12,3,0,0,9,6,0,13,0,0,3,5,0,3,4,6.75,8.06,14.22,1
8,6,5,2,2,0,9,0,0,13,0,0,2,3,5,3,4,2.35,4.92,2.78,1
8,9,13,2,2,3,12,0,5,8,0,0,3,0,8,2,4,12.33,8.11,14.22,0
8,10,7,2,2,3,12,0,0,13,0,0,2,3,0,2,4,11.93,12.1,31.81,1
4,0,4,2,4,0,12,0,0,13,2,6,3,4,0,2,4,10.72,10.72,13.75,1
8,9,8,2,6,0,7,0,0,8,0,0,2,3,0,2,4,4.79,5.75,11.47,0
7,0,12,3,3,2,13,0,0,13,0,0,2,3,0,2,2,12.1,6.61,25.1,0
8,5,3,2,8,3,12,2,0,13,0,0,2,3,0,2,2,9.29,7.08,18.16,1
8,12,12,3,0,0,12,6,0,13,0,0,3,5,0,2,4,5.89,6.75,11.03,1
8,4,8,2,0,0,13,0,0,14,0,0,2,3,0,2,4,0.78,3.7,0.82,1
4,0,13,2,8,2,13,0,0,13,0,0,2,3,0,2,4,7.38,6.83,10.66,1
8,9,8,2,4,0,13,0,0,9,0,0,2,3,0,3,4,4.98,6.59,7.9,1
4,0,4,2,4,0,12,0,0,13,2,6,3,4,0,2,2,12.02,10.84,14.33,1
8,9,11,2,2,2,12,0,0,13,0,0,2,3,0,2,4,8.9,4.4,14.29,0
3,4,7,2,2,0,12,0,0,5,0,0,2,3,0,2,2,1.62,5.19,1.73,0
5,8,7,2,5,4,4,0,0,8,0,0,2,3,2,2,2,4.29,7.33,49.22,0
3,10,7,2,0,0,13,0,0,14,0,0,2,3,0,3,4,1.51,7.76,3.13,1
5,7,7,2,0,0,7,0,0,8,0,0,2,3,0,2,3,1.44,3.17,1.42,1
8,0,4,2,7,2,9,2,0,12,0,0,2,3,0,2,5,8.2,7.25,21.92,0
2,4,12,2,0,2,7,0,0,8,0,0,2,3,0,3,3,1.49,5.56,2.79,1
3,3,12,3,8,2,13,0,0,13,0,0,2,3,0,3,4,6.16,6.62,13.19,1
2,10,12,2,4,2,12,0,9,13,2,6,3,2,0,2,4,7.06,13.01,13.47,1
2,5,7,2,2,0,7,0,8,8,0,0,2,3,0,3,2,1.65,4.96,1.48,1
8,2,7,3,6,0,13,0,0,14,0,0,2,3,0,2,2,8.05,7.5,16.87,0
4,9,2,2,3,3,2,0,0,13,0,0,2,3,0,6,2,7.73,7.38,14.12,0
4,3,2,2,0,2,2,0,0,13,0,0,3,3,0,2,2,10.33,5.57,21.21,0
2,4,8,2,0,2,7,0,0,8,0,0,2,3,0,2,2,2.06,6.16,3.74,1
5,9,7,2,0,2,12,4,2,4,0,0,2,3,4,2,4,4.39,0.0,0.0,1
4,9,8,2,2,0,8,0,0,9,0,0,2,3,0,6,2,2.0,3.17,5.8,1
8,10,7,2,7,0,7,0,9,8,0,0,2,3,0,2,2,6.99,5.73,8.08,1
8,3,7,2,3,2,12,6,0,13,0,0,2,3,0,5,2,12.66,8.46,24.34,0
8,5,7,2,8,2,7,0,7,8,0,0,3,8,0,2,3,5.66,5.89,6.36,0
4,3,2,2,0,2,2,0,0,13,0,0,3,3,0,2,2,10.87,4.86,20.3,0
7,11,11,2,2,2,11,0,7,12,0,0,2,3,0,5,4,3.07,4.18,5.56,1
8,5,7,3,6,0,13,0,0,8,0,0,2,3,0,2,4,11.13,8.39,22.22,0
4,8,3,2,8,3,13,0,0,8,0,0,2,3,0,2,2,4.62,5.47,4.83,1
8,0,7,3,0,0,12,2,0,13,2,6,3,4,0,2,4,9.55,10.77,17.26,0
2,5,4,2,7,3,12,0,7,5,0,0,2,3,0,2,4,6.33,4.97,10.2,0
